Brand,Released Date,OS,Display,Camera,RAM,Battery,Price
Xiaomi,2020,"Android 10, MIUI 11","6.53"" 1080x2400 pixels",13MP 1080p,4GB RAM Helio G80,5020mAh Li-Po,"৳13,000.00"
Samsung,2020,"Android 10, One UI 2.0","6.5"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Exynos 9611,6000mAh,"৳26,000.00"
Samsung,2020,Android 10,"5.3"" 720x1480 pixels",8MP 1080p,1/2GB RAM MT6739WW,3000mAh Li-Ion,"৳9,000.00"
Realme,2020,"Android 10, Realme UI 1.0","6.5"" 1080x2400 pixels",48MP 2160p,6/8GB RAM MediaTek Dimensity 720 5G,5000mAh Li-Po,"৳21,500.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.44"" 1080x2400 pixels",64MP 2160p,8GB Snapdragon 765G,4000mAh Li-Po,"৳34,000.00"
Oppo,2020,"Android 10, ColorOS 7","6.4"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 765G,4025mAh Li-Po,"৳24,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 720x1600 pixels",13MP 1080p,2/3GB RAM MediaTek Helio G35,5000mAh Li-Po,"৳10,999.00"
Vivo,2020,"Android 9.0, Funtouch 9.2","6.38"" 1080x2340 pixels",48MP 1080p,8GB RAM Snapdragon 665,4500mAh Li-Po,"৳24,000.00"
Nokia,2020,Android 10,"5.99"" 720x1440 pixels",8MP 720p,3GB RAM Unisoc SC9863A,3040mAh Li-Ion,"৳10,000.00"
Realme,2020,"Android 10, realme UI 1.0","6.5"" 720x1560 pixels",13MP 1080p,3GB RAM MediaTek Helio G35,6000mAh Li-Po,"৳10,990.00"
Xiaomi,2020,"Android 10, MIUI 12","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 1000+,4500mAh Li-Po,"৳34,000.00"
Samsung,2020,"Android 10, One UI 2","6.5"" 1080x2400 pixels",48MP 2160p,6GB RAM Snapdragon 765G,4500mAh Li-Po,"৳46,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.67"" 1080x2340 pixels",48MP 4320p,8-16GB RAM Snapdragon 865,4500mAh Li-Ion,"৳79,000.00"
Walton,2020,Android 10,6.1” 720 x 1560 pixels,13MP 1080p,4GB Helio A20,4000mAh Li-ion,"৳8,199.00"
Ulefone,2020,Android 10,"6.1"" 720x1560 pixels",16MP 1080p,4GB RAM MT6771 Helio P60,5580mAh Li-Po,"৳12,000.00"
Cat,2020,Android 10,"5.7"" 1080x2160 pixels",12MP 1080p,6GB RAM Snapdragon 660,4000mAh Li-Ion,"৳65,000.00"
Wiko,2020,Android 10,"6.2"" 720x1520 pixels",13MP 1080p,2GB RAM Helio A20,4000mAh Li-Ion,"৳10,000.00"
Symphony,2020,Android 10,"6.52"" 720 x 1600 pixels",13MP 1080p,2GB RAM Helio A25,4000mAh Li-po,"৳8,290.00"
Google,2020,Android 10.0,"5.81"" 1080x2340 pixels",12MP 2160p,6GB RAM Snapdragon 730,3140mAh Li-Po,"৳39,000.00"
Infinix,2020,Android 10,"6.6"" 720x1600 pixels",13MP 1080p,2/3GB RAM MT6761D Helio A20,5000mAh Li-Po,"৳8,490.00"
LG,2020,"Android 10, LG UX 9.1","5.7"" 720x1520 pixels",13MP 1080p,2GB RAM MT6762 Helio P22,3000mAh Li-Ion,"৳12,000.00"
Samsung,2020,"Android 10, One UI 2.5","6.9"" 1440x3088 pixels",108MP 4320p,8/12GB RAM Exynos 990,4500mAh Li-Ion,"৳134,999.00"
LG,2020,"Android 10, LG UX 9","6.8"" 1080x2460 pixels",48MP 2160p,6GB RAM Snapdragon 765G,4300mAh Li-Po,"৳25,000.00"
Samsung,2020,"Android 10, One UI 2.5","6.9"" 1440x3088 pixels",108MP 4320p,8/12GB RAM Exynos 990,4500mAh Li-Ion,"৳89,000.00"
Samsung,2020,"Android 10, One UI 2.5","6.7"" 1080x2400 pixels",64MP 4320p,8GB RAM Exynos 990,4300mAh Li-Ion,"৳96,000.00"
Samsung,2020,"Android 10, One UI 2.5","6.7"" 1080x2400 pixels",64MP 4320p,8GB RAM Exynos 990,4300mAh Li-Ion,"৳99,999.00"
Asus,2020,"Android 11, ROG UI","6.78"" 1080x2448 pixels",64MP 4320p,18GB RAM Snapdragon 888+ 5G,6000mAh Li-Po,"৳140,000.00"
Vivo,2020,"Android 10, IQOO UI 1.5","6.56"" 1080x2376 pixels",50MP 3240p,8/12GB RAM Snapdragon 865,4500mAh Li-Po,"৳50,000.00"
Vivo,2020,"Android 10, IQOO UI 1.5","6.56"" 1080x2376 pixels",50MP 3240p,8/12GB RAM Snapdragon 865,4000mAh Li-Po,"৳61,000.00"
Oppo,2020,"Android 10, ColorOS 7.2","6.5"" 720x1600 pixels",13MP 1080p,4/6GB RAM Snapdragon 460,5000mAh Li-Po,"৳18,990.00"
BLU,2020,Android 10,"6.5"" 1080x2340 pixels",48MP 1080p,4GB RAM MT6785 Helio G90T,5100mAh Li-Po,"৳21,000.00"
Symphony,2020,Android 10,"5.45"" 720x1440 pixels",8MP 1080p,1GB,2400mAh Li-ion,"৳4,390.00"
LG,2020,Android 10.0,"6.67"" 1080x2400 pixels",48MP 2160p,6GB Snapdragon 765G,4000mAh Li-Po,"৳37,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 720x1600 pixels",13MP 1080p,2/3GB RAM Helio G35,5000mAh Li-Po,"৳12,000.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.51"" 720x1600 pixels",13MP 1080p,4GB RAM Snapdragon 460,5000mAh Li-Ion,"৳14,990.00"
Motorola,2020,Android 10,"6.5"" 720x1600 pixels",48MP 2160p,4GB RAM Snapdragon 662,5000mAh Li-Po,"৳16,999.00"
Ulefone,2020,Android 10,"5.5"" 442x960 pixels",5MP 720p,2GB RAM MT6580,2700mAh Li-Ion,"৳5,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 720x1600 pixels",13MP 1080p,4GB RAM MediaTek Helio G35,5000mAh Li-Po,"৳12,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 720x1600 pixels",13MP 1080p,4GB RAM MediaTek Helio G35,5000mAh Li-Po,"৳12,999.00"
Motorola,2020,Android 10,"6.5"" 720x1600 pixels",48MP 2160p,4GB RAM Snapdragon 662,5000mAh Li-Po,"৳14,000.00"
Gionee,2020,Android,"6.0"" 720x1440 pixels",16MP 1080p,8GB RAM MT6771 Helio P60,10000mAh Li-Po,"৳18,000.00"
Infinix,2020,Android 10,"6.85"" 1080x2460 pixels",64MP 2160p,8GB RAM MT6785 Helio G90T,4500mAh Li-Po,"৳22,000.00"
Gionee,2020,Android 10,"6.1"" 720x1560 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,5000mAh Li-Po,"৳7,500.00"
Gionee,2020,Android 10,"6.53"" 720x1600 pixels",16MP 1080p,6/8GB RAM Mediatek,4000mAh Li-Po,"৳14,000.00"
LG,2020,Android 10,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM MT6762 Helio P22,4000mAh Li-Po,"৳14,000.00"
Tecno,2020,"Android 10, HIOS 7.0","6.8"" 720x1640 pixels",64MP 1080p,4/6GB RAM Helio G70,5000mAh Li-Po,"৳18,990.00"
Lava,2020,Android 10,"6.08"" 720x1440 pixels",13MP 1080p,2GB Unisoc SC9863A,4060mAh Li-Po,"৳8,000.00"
Tecno,2020,"Android 10, HIOS 6.0","6.9"" 1080x2460 pixels",64MP 2160p,8GB RAM MT6785 Helio G90T,4500mAh Li-Po,"৳27,990.00"
ZTE,2020,"Android 10, MiFavor 10.5","6.92"" 1080x2460 pixels",64MP 1080p,6GB RAM Unisoc UMS512T,4220mAh Li-Ion,"৳38,000.00"
Vivo,2020,"Android 11, Funtouch 11","6.58"" 1080x2408 pixels",48MP 1080p,8GB RAM Snapdragon 665,5000mAh Li-Po,"৳21,990.00"
TCL,2020,"Android 10, TCL UI","6.67"" 1080x2400 pixels",48MP 2160p,6GB RAM Snapdragon 690 5G,4500mAh Li-Po,"৳32,000.00"
Motorola,2020,Android 10,"6.7"" 1080x2400 pixels",48MP 2160p,4/6GB RAM Snapdragon 750G 5G,5000mAh Li-Po,"৳32,000.00"
Ulefone,2020,Android 10,"6.67"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 800 5G,5800mAh Li-Po,"৳65,000.00"
Motorola,2020,Android 10,"6.5"" 720x1560 pixels",48MP 1080p,2GB RAM Helio G25,4000mAh Li-Po,"৳12,000.00"
Infinix,2020,Android 10,"6.85"" 1080x2460 pixels",48MP 2160p,8GB RAM Helio G90T,4500mAh Li-Po,"৳20,000.00"
Lenovo,2020,Android 10,"6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Snapdragon 460,5000mAh Li-Po,"৳12,000.00"
Lenovo,2020,Android 10,"6.8"" 720x1640 pixels",64MP 1080p,4GB RAM Snapdragon 662,6000mAh Li-Po,"৳15,000.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.58"" 1080x2340 pixels",48MP 2160p,6/8GB RAM Dimensity 720 5G,5000mAh Li-Po,"৳22,000.00"
Realme,2020,"Android 10, Realme UI","6.4"" 1080x2400 pixels",48MP 2160p,8GB RAM Dimensity 800U 5G,4300mAh Li-Po,"৳30,000.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.51"" 720x1600 pixels",13MP 1080p,6/8GB RAM Helio P35,5000mAh Li-Po,"৳20,000.00"
Oppo,2020,"Android 10, ColorOS 7.2","6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Helio P35,4230mAh Li-Po,"৳13,990.00"
Vivo,2020,"Android 10, IQOO UI","6.58"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Dimensity 800U 5G,5000mAh Li-Po,"৳22,000.00"
Samsung,2020,"Android 10, up to Android 11, One UI 3.1","6.5"" 720x1560 pixels",48MP 1080p,2-6GB RAM Helio P35,5000mAh Li-Po,"৳14,999.00"
Oppo,2020,"Android 10, ColorOS 7.2","6.5"" 720x1600 pixels",16MP 2160p,4/6GB RAM Dimensity 720 5G,4040mAh Li-Po,"৳18,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 1080x2340 pixels",48MP 1080p,4/6GB RAM Snapdragon 662,6000mAh Li-Po,"৳15,999.00"
ZTE,2020,"Android 10, MiFavor 10.5","6.92"" 1080x2460 pixels",64MP 2160p,12GB RAM Snapdragon 765G,4220mAh Li-Ion,"৳46,000.00"
Realme,2020,"Android 10, Realme UI","6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G85,6000mAh Li-Po,"৳21,000.00"
Vivo,2020,"Android 11, Funtouch 11","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 730,4000mAh Li-Po,"৳29,000.00"
Infinix,2020,"Android 10, XOS 6.2","6.1"" 720x1560 pixels",8MP 720p,2GB RAM Helio A20,5000mAh Li-Ion,"৳6,990.00"
Nokia,2020,Android 10,"6.39"" 720x1520 pixels",48MP 2160p,4/6GB RAM Snapdragon 662,4000mAh Li-Po,"৳25,000.00"
Itel,2020,Android 9.0,"6.5"" 1600x720 pixels",13MP 2160p,3GB Unisoc SC9863,5000 mAh,"৳7,990.00"
Lava,2020,Android Pie 9.0,"5.0"" 480x960 pixels",5MP 720p,1GB SC7731E,2500mAh,"৳4,290.00"
Symphony,2020,Android 9.0 (Go Edition),"5.99"" 720x1440 pixels",8MP,1GB Cortex A7,3700mAh Li-Po,"৳5,499.00"
Symphony,2020,Android 10.0,"5.7"" 720x1600 pixels",8MP 1080p,2GB RAM,3000mAh Li-ion,"৳6,190.00"
Itel,2020,Android 9,"6.1"" 720x1080 pixels",8MP 1080p,2GB,4000mAh,"৳6,990.00"
Symphony,2020,Android 10.0,"6.52"" 720x1600 pixels",13MP 1080p,2GB RAM,5000mAh Li-ion,"৳7,990.00"
Xiaomi,2020,Android 10.0; MIUI 11,"6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 730G,4500mAh Li-Po,"৳21,000.00"
Realme,2020,Android 10.0; realme UI 1.0,"6.5"" 720x1560 pixels",12MP 1080p,2-4GB RAM Helio G70,5000mAh Li-Po,"৳10,990.00"
Oppo,2020,Android 9.0; ColorOS 6.1,"6.5"" 720x1600 pixels",12MP 1080p,4GB RAM MT6765V,4230mAh Li-Po,"৳16,990.00"
Samsung,2020,Android 10.0; One UI 2,"6.7"" 1080x2636 pixels",12MP 2160p,8GB RAM Snapdragon 855+,3300mAh Li-Po,"৳189,999.00"
Huawei,2020,Android 10.0; EMUI 10,"6.4"" 1080x2310 pixels",48MP 2160p,8GB RAM HiSilicon Kirin 810,4200mAh Li-Po,"৳29,999.00"
Oppo,2020,Android 10.0; ColorOS 7,"6.4"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 765G,4025mAh Li-Po,"৳37,000.00"
Xiaomi,2020,Android 10.0; MIUI 11,"6.67"" 1080x2340 pixels",108MP 4320p,8/12GB RAM Snapdragon 865,4780mAh Li-Po,"৳38,000.00"
Xiaomi,2020,Android 9.0; MIUI 11,"6.22"" 720x1520 pixels",13MP 1080p,2/3GB RAM Snapdragon 439,5000mAh Li-Po,"৳12,499.00"
Xiaomi,2020,Android 10.0; MIUI 11,"6.67"" 1080x2340 pixels",108MP 4320p,8/12GB RAM Snapdragon 865,4500mAh Li-Po,"৳98,000.00"
LG,2020,Android 9.0,"5.71"" 720x1512 pixels",8MP 1080p,3GB RAM Unisoc SC9863A,3450mAh Li-Po,"৳12,000.00"
Realme,2020,Android 10.0; realme UI 1.0,"6.5"" 720x1600 pixels",12MP 1080p,2-4GB RAM Helio G70,5000mAh Li-Po,"৳10,990.00"
Huawei,2020,"Android 9.0, EMUI 9.1","6.39"" 720x1560 pixels",48MP 1080p,4GB RAM Hisilicon Kirin 710F,4000mAh Li-Po,"৳18,999.00"
Tecno,2020,Android 10.0; HIOS 6.0,"6.6"" 1080x2340 pixels",48MP 1080p,6GB RAM MT6765 Helio P35,4000mAh Li-Po,"৳15,990.00"
LG,2020,Android 10.0,"6.5"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po,"৳24,000.00"
Vivo,2020,Android 10.0; Funtouch 10.0,"6.57"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 765G,5000mAh Li-Po,"৳32,000.00"
Samsung,2020,Android 10.0; One UI 2,"6.7"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 855,4500mAh Li-Po,"৳62,000.00"
BLU,2020,Android 9.0,"5.5"" 480x960 pixels",13MP 1080p,2GB RAM,4200mAh Li-Po,"৳11,500.00"
Huawei,2020,Android 9.0; EMUI 9.1,"6.09"" 720x1560 pixels",13MP 1080p,3GB RAM MT6765 Helio P35,3020mAh Li-Ion,"৳12,599.00"
Realme,2020,"Android 9.0, planned upgrade to 10.0","6.52"" 720x1600 pixels",12MP 2160p,3/4GB RAM Snapdragon 665,5000mAh Li-Po,"৳12,990.00"
Allview,2020,Android 9.0,"6.8"" 640x1352 pixels",13MP 1080p,2GB RAM MT6739,3500mAh Li-Po,"৳16,500.00"
Xiaomi,2020,Android 10.0; MIUI 11,"6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 765G,4500mAh Li-Po,"৳25,500.00"
Oppo,2020,Android 9.0; ColorOS 6.1,"6.4"" 1080x2400 pixels",48MP 1080p,8GB RAM MT6771V Helio P70,4025mAh Li-Po,"৳26,990.00"
Samsung,2020,Android 9.0; One UI,"6.7"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 730,4500mAh Li-ion,"৳34,999.00"
Huawei,2020,Android 9.0; EMUI 9.1,"6.15"" 1080x2312 pixels",48MP 1080p,6GB RAM Hisilicon Kirin 710,3340mAh Li-Po,"৳35,000.00"
Realme,2020,Android 9.0; ColorOS 6.1,"6.1"" 720x1560 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po,"৳4,000.00"
Realme,2020,"Android 10, ColorOS 7","6.57"" 1080x2400 pixels",64MP 2160p,6-12GB RAM Snapdragon 765G,4200mAh Li-Po,"৳40,000.00"
Samsung,2020,Android 10.0; One UI 2,"6.3"" 1080x2340 pixels",25MP 1080p,4GB RAM Exynos 9611,4050mAh Li-Po,"৳48,000.00"
Samsung,2020,Android 10.0; One UI 2,"6.7"" 1080x2400 pixels",12MP 2160p,6/8GB RAM Exynos 9810,4500mAh Li-Po,"৳49,999.00"
Nokia,2020,Android 9.0 Pie,"5.45"" 480x960 pixels",5MP 720p,1GB RAM,2500mAh Li-Ion,"৳6,499.00"
Lava,2020,Android 9.0,"5.71"" 720x1520 pixels",13MP 1080p,2GB RAM MT6762 Helio P22,3200mAh Li-Po,"৳7,500.00"
Symphony,2020,Android 10.0,"6.22"" 720x1600 pixels",13MP 1080p,2GB RAM,4000mAh Li-Po,"৳7,990.00"
BLU,2020,Android 9.0,"6.4"" 720x1560 pixels",13MP 1080p,2GB RAM,4000mAh Li-Po,"৳8,500.00"
BLU,2020,Android 9.0,"6.1"" 720x1520 pixels",13MP 1080p,3GB RAM,4000mAh Li-Po,"৳8,500.00"
Symphony,2020,Android 10.0,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM,5000mAh Li-Po,"৳10,890.00"
Samsung,2020,Android 10.0; One UI 2,"10.5"" 1600x2560 pixels",13MP 2160p,6GB RAM Snapdragon 855+,7040mAh Li-Po,"৳78,000.00"
LG,2020,Android 10,"5.5"" 720x1560 pixels",8MP 1080p,2GB Snapdragon 425,3000mAh Li-Ion,"৳10,000.00"
Vivo,2020,Android 10,"6.47"" 720 x 1560 pixels",13MP 1080,4GB Mediatek Helio,5000mAh Li-Ion,"৳12,000.00"
Vivo,2020,Android 9.0,"6.35"" 720x1548 pixels",13MP 1080p,3GB Snapdragon 439,5000mAh Li-Po,"৳13,000.00"
Oppo,2020,"Android 9.0, ColorOS 6.1","6.2"" 720x1520 pixels",13MP 1080p,3GB RAM MT6765 Helio P35,4230mAh Li-Po,"৳14,000.00"
Infinix,2020,"Android 10.0, XOS 6.0","6.6"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G70,5000mAh Li-Po,"৳15,000.00"
Itel,2020,Android 9.0,"5.5"" 480x960 pixels",5MP 720p,1GB UniSoC Spreadtrum SC7731E,3020mAh Li-Ion,"৳5,290.00"
Coolpad,2020,Android 9.0,"5.45"" 720 x 1440 pixels",8MP 1080p,2GB Mediatek MT6761 Helio A22 (12 nm),2450mAh Li-Ion,"৳6,000.00"
Lava,2020,Android 9,"5.45"" 720x1440 pixels",8MP 1080p,2GB RAM,3100mAh Li-Ion,"৳7,000.00"
Symphony,2020,Android 9.0,"6.52"" 720x1600",13MP 1080p,3GB,4000mAh Li-Po,"৳8,990.00"
Vivo,2020,Android 10,"6.22"" 720x1520 pixels",13MP 1080p,2GB Mediatek Helio,4030mAh Li-Po,"৳9,999.00"
Motorola,2020,Android 10,"6.5"" 720x1600 pixels",48MP 2160p,4GB RAM Snapdragon 710,5000mAh Li-Po,"৳20,000.00"
Honor,2020,"Android 10, Magic UI 3.1","7.09"" 1080x2280 pixels",48MP 2160p,8/6GB RAM MediaTek MT6873 Dimensity 800 5G,5000mAh Li-Po,"৳23,000.00"
Xiaomi,2020,"Android 10, MIUI 12","6.53"" 720x1600 pixels",13MP 1080p,2GB RAM MediaTek Helio G25,5000mAh Li-Po,"৳10,990.00"
Realme,2020,"Android 10, realme UI 1.0","6.5"" 720x1560 pixels",13MP 1080p,2GB RAM MediaTek Helio G35,5000mAh Li-Po,"৳8,990.00"
Honor,2020,"Android 10, Magic UI 3.1","6.5"" 1080x2400 pixels",48MP 2160p,8/6GB RAM MediaTek MT6873V Dimensity 800 5G,4000mAh Li-Po,"৳22,000.00"
Realme,2020,"Android 10, Realme UI","6.57"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 765G,4200mAh Li-Po,"৳25,000.00"
Motorola,2020,Android 10,"6.7"" 1080x2520 pixels",48MP 2160p,4/6GB RAM Snapdragon 765G,5000mAh Li-Po,"৳34,000.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.56"" 1080x2376 pixels",50MP 2160p,8/12GB RAM Snapdragon 865,4315mAh Li-Po,"৳66,000.00"
Tecno,2020,Android 10; HIOS 6.1,"6.6"" 720x1600 pixels",16MP 1080p,4GB RAM MT6761 Helio A22,5000mAh Li-Po,"৳11,990.00"
Motorola,2020,"Android 9.0, up to Android 10","6.3"" 1080x2280 pixels",48MP 2160p,4GB RAM Snapdragon 665,4000mAh Li-Po,"৳18,000.00"
Xiaomi,2020,"Android 10, MIUI 11","6.67"" 1080x2400 pixels",48MP 2160p,4/6GB RAM Snapdragon 720G,5000mAh Li-Po,"৳22,999.00"
Gionee,2020,Android 10,"6.52"" 720x1600 pixels",16MP 1080p,4GB RAM Helio A25,4000mAh Li-Po,"৳15,000.00"
Samsung,2020,"Android 9.0, One UI Core 1.1","6.2"" 720x1560 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Ion,"৳11,999.00"
ZTE,2020,Android 9.0 or Android 10 Go edition,"6.09"" 720x1560 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,3200mAh Li-Ion,"৳8,000.00"
HTC,2020,Android 10,"6.5"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 665,5000mAh Li-Po,"৳26,000.00"
Tecno,2020,"Android 10, HIOS 6.0","7.0"" 720x1640 pixels",16MP 1080p,4/6GB RAM MT6762 Helio P22,6000mAh Li-Po,"৳15,000.00"
Vivo,2020,"Android 10, iQOO UI 1.0","6.53"" 1080x2340 pixels",48MP 2160p,6/8GB RAM Snapdragon 720G,4500mAh Li-Po,"৳18,000.00"
Asus,2020,"Android 10, ROG UI","6.59"" 1080x2340 pixels",64MP 2160p,8-16GB RAM Snapdragon 865+,6000mAh Li-Po,"৳59,000.00"
Asus,2020,"Android 10, ROG UI","6.59"" 1080x2340 pixels",64MP 4320p,8/12GB RAM Snapdragon 865,6000mAh Li-Po,"৳68,000.00"
Tecno,2020,"Android 10, HIOS","6.0"" 480x960 pixels",5MP 720p,2GB RAM,5000mAh Li-Ion,"৳10,000.00"
Vivo,2020,"Android 10, iQOO UI 1.0","6.57"" 1080x2408 pixels",48MP 2160p,6-8GB RAM Snapdragon 765G,5000mAh Li-Po,"৳30,000.00"
TCL,2020,Android 10.0; TCL UI,"6.53"" 1080x2340 pixels",64MP 2160p,6GB RAM Snapdragon 765G,4500mAh Li-Po,"৳16,500.00"
Ulefone,2020,Android 10,"6.52"" 720x1600 pixels",16MP 1080p,4GB RAM MT6762 Helio P22,4500mAh Li-Po,"৳9,000.00"
Realme,2020,"Android 10, realme UI 1.0","6.5"" 720x1560 pixels",13MP 1080p,3/4GB RAM MediaTek Helio G35,6000mAh Li-Po,"৳13,500.00"
Walton,2020,Android 10.0,"6.1"" 720 x 1560 pixels",13MP 1080p,3GB Mediatek Helio A20,4900mAh Li-Po,"৳8,899.00"
Vivo,2020,"Android 10, Funtouch 10.5","6.53"" 1080x2340 pixels",48MP 2160p,6GB RAM Exynos 880,4500mAh Li-Po,"৳25,000.00"
Samsung,2020,Android 10,"5.3"" 720x1480 pixels",8MP 1080p,1/2GB RAM MediaTek MT6739,3000mAh Li-Ion,"৳7,999.00"
Lenovo,2020,"Android 10, Legion OS/ ZUI12","6.65"" 1080x2340 pixels",64MP 2160p,8-16GB RAM Snapdragon 865+,5000mAh Li-Po,"৳50,000.00"
Realme,2020,"Android 10, Realme UI","6.5"" 1080x2400 pixels",48MP 2160p,4/6GB RAM MT6785 Helio G90T,4300mAh Li-Po,"৳15,000.00"
Oppo,2020,"Android 10, ColorOS 7.2","6.5"" 1080x2400 pixels",16MP 2160p,8GB RAM Snapdragon 665,4040mAh Li-Po,"৳23,000.00"
LG,2020,"Android 10, LG UX 9","6.8"" 1080x2460 pixels",48MP 2160p,6GB RAM Snapdragon 845,4300mAh Li-Po,"৳24,000.00"
Tecno,2020,Android 10 HiOS 6.1,"7"" 720 x 1640 pixels",13MP 1080p,3GB Mediatek MT6761 Helio A22,6000mAh Li-Po,"৳11,990.00"
Alcatel,2020,Android 10,"6.52"" 720x1600 pixels",16MP 1080p,4/6GB RAM Helio P22,5000mAh Li-Po,"৳18,000.00"
Symphony,2020,Android 10.0,"5.45"" 720x1440 pixels",8MP 1080p,1GB Mediatek,2500mAh,"৳5,290.00"
Itel,2020,Android 9.0,"6.0"" 480x960 pixels",8MP 720p,2GB UniSoC Spreadtrum SC7731E (32nm),4000mAh,"৳6,500.00"
Itel,2020,Android 9.0,"6.5"" 720x1600 pixels",8MP 720p,1GB Spreadtrum SC7731E,5000mAh Li-Ion,"৳7,000.00"
Itel,2020,Android 9.0,"6.5"" 720x 1600 pixels",13MP 1080p,2GB UniSoC,5000mAh Li-Ion,"৳7,500.00"
Itel,2020,Android 9.0,"5"" 480x854 pixels",5MP 720p,2GB Spreadtrum SC9832E,3020mAh Li-Ion,"৳8,500.00"
Xiaomi,2020,"Android 10, MIUI 11","6.57"" 1080x2400 pixels",48MP 2160p,6/8GB RAM MediaTek MT6875,4520mAh Li-Po,"৳27,000.00"
Vivo,2020,"Android 10, Funtouch 10.0","6.53"" 1080x2340 pixels",48MP 2160p,8GB RAM Exynos 880,4500mAh Li-Po,"৳27,000.00"
Vivo,2020,"Android 10, iQOO UI 1.0","6.57"" 1080x2408 pixels",48MP 2160p,6/8GB RAM Dimensity 1000+,4500mAh Li-Po,"৳33,000.00"
Realme,2020,"Android 10, realme UI 1.0","6.44"" 1080x2400 pixels",48MP 2160p,6-12GB RAM Snapdragon 865,4200mAh Li-Po,"৳43,000.00"
Huawei,2020,"Android 10, EMUI 10.1, Google Play Services","6.47"" 1080x2340 pixels",40MP 2160p,8GB RAM Kirin 980,4200mAh Li-Po,"৳72,000.00"
Samsung,2020,"Android 10, One UI 2","5.71"" 720x1560 pixels",13MP 1080p,3GB RAM Snapdragon 439,4000mAh Li-Ion,"৳11,999.00"
Samsung,2020,"Android 10, One UI 2.0","6.5"" 720x1600 pixels",48MP 1080p,3-6GB RAM Exynos 850,5000mAh Li-Po,"৳16,999.00"
Realme,2020,"Android 10, Realme UI","6.5"" 1080x2400 pixels",48MP 2160p,4GB RAM MT6785 Helio G90T,4300mAh Li-Po,"৳19,000.00"
Realme,2020,"Android 10, Realme UI","6.6"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 855+,4200mAh Li-Po,"৳40,000.00"
Huawei,2020,"Android 10, EMUI 10.1","6.5"" 1080x2400 pixels",48MP 2160p,6/8GB RAM MediaTek MT6873V,4000mAh Li-Po,"৳22,000.00"
Samsung,2020,"Android 10, One UI 2","6.2"" 1440x3200 pixels",64MP 4320p,8GB RAM Snapdragon 865,4000mAh Li-Po,"৳85,000.00"
Infinix,2020,"Android 10, XOS 6.0","6.6"" 720x1600 pixels",48MP 1080p,4GB RAM MT6762 Helio P22,5000mAh Li-Po,"৳12,000.00"
Nokia,2020,Android 10,"6.5"" 720x1600 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po,"৳15,000.00"
Huawei,2020,Android 10.0; EMUI 10.1,"6.58"" 1200x2640 pixels",50MP 2160p,8GB RAM HiSilicon Kirin 990 5G,4200mAh Li-Po,"৳112,000.00"
Doogee,2020,Android 10,"6.3"" 1080x2340 pixels",2.1MP 1080p,6GB RAM Helio P70,10000mAh Li-Po,"৳18,000.00"
Xiaomi,2020,"Android 10, MIUI 11","6.57"" 1080x2400 pixels",48MP 2160p,8GB RAM MediaTek MT6875,4520mAh Li-Po,"৳28,000.00"
