Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
Oppo,2022,Android 13,"6.7""",1080x2412,50MP,2160,16GB,4700mAh,"৳71,000.00"
Lava,2023,Android 13,"6.78""",1080x2460,50MP,2160,8GB,4700mAh,"৳32,000.00"
Huawei,2022,HarmonyOS 3.0,"6.74""",1212x2616,50MP,2160,12GB,4700mAh,"৳190,000.00"
Oppo,2023,Android 14,"6.74""",1240x2772,50MP,2160,12GB,4700mAh,"৳55,000.00"
Oppo,2023,Android 13,"6.74""",1240x2772,50MP,2160,16GB,4700mAh,"৳85,000.00"
Vivo,2023,Android 13,"6.78""",1440x3200,50MP,2160,16GB,4700mAh,"৳60,000.00"
Vivo,2022,Android 13,"6.78""",1440x3200,64MP,4320,12GB,4700mAh,"৳135,000.00"
Vivo,2022,Android 13,"6.78""",1440x3200,50MP,4320,8GB,4700mAh,"৳95,000.00"
Vivo,2022,Android 12,"6.78""",1440x3200,50MP,4320,8GB,4700mAh,"৳75,000.00"
Vivo,2022,Android 12,"6.78""",1440x3200,50MP,4320,8GB,4700mAh,"৳75,000.00"
Vivo,2022,Android 12,"6.78""",1440x3200,50MP,4320,8GB,4700mAh,"৳75,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,2160,8GB,4720mAh,"৳52,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,64MP,2160,12GB,4729mAh,"৳60,000.00"
Vivo,2022,Android 12,"8.03""",1916x2160,50MP,4320,12GB,4730mAh,"৳150,000.00"
Tecno,2021,Android 11,"6.7""",1080x2400,64MP,2160,8GB,4750mAh,"৳40,000.00"
Huawei,2023,HarmonyOS 4.0,"6.69""",1212x2616,50MP,2160,12GB,4750mAh,"৳130,000.00"
Honor,2022,Android 12,"7.9""",1984x2272,50MP,2160,12GB,4750mAh,"৳190,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2340,108MP,4320,8GB,4780mAh,"৳38,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2340,108MP,4320,8GB,4780mAh,"৳45,000.00"
Meizu,2023,Android 13,"6.55""",1080x2340,200MP,4320,8GB,4800mAh,"৳62,000.00"
Honor,2023,Android 13,"6.81""",1080x2388,50MP,2160,12GB,4800mAh,"৳40,000.00"
Honor,2021,Android 11,"6.81""",1080x2388,48MP,1080,6GB,4800mAh,"৳22,000.00"
Honor,2022,Android 11,"6.81""",1080x2388,48MP,1080,6GB,4800mAh,"৳30,000.00"
Honor,2022,Android 12,"6.81""",1080x2388,50MP,2160,8GB,4800mAh,"৳30,000.00"
Honor,2022,Android 11,"6.81""",1080x2388,48MP,1080,8GB,4800mAh,"৳25,000.00"
Honor,2022,Android 11,"6.81""",1080x2388,64MP,1080,8GB,4800mAh,"৳30,000.00"
Honor,2022,Android 12,"6.67""",1080x2400,54MP,2160,16GB,4800mAh,"৳55,000.00"
Vivo,2023,Android 13,"6.67""",1080x2400,64MP,1080,12GB,4800mAh,"৳60,000.00"
Vivo,2023,Android 14,"6.67""",1080x2400,50MP,2160,12GB,4800mAh,"৳35,000.00"
ZTE,2023,Android 13,"6.67""",1080x2400,50MP,1080,6GB,4800mAh,"৳28,000.00"
Xiaomi,2020,Android 10.0,"6.67""",1080x2400,48MP,2160,6GB,4800mAh,"৳24,000.00"
Nokia,2023,Android 12,"6.49""",1080x2400,64MP,2160,6GB,4800mAh,"৳60,000.00"
Nokia,2023,Android 12,"6.49""",1080x2400,64MP,2160,6GB,4800mAh,"৳80,000.00"
Oppo,2022,Android 13,"6.7""",1080x2400,108MP,1080,8GB,4800mAh,"৳28,000.00"
Honor,2021,Android 11,"6.67""",1080x2400,108MP,2160,8GB,4800mAh,"৳40,000.00"
Honor,2022,Android 12,"6.67""",1080x2400,160MP,2160,8GB,4800mAh,"৳40,000.00"
Honor,2023,Android 12,"6.78""",1080x2400,160MP,2160,8GB,4800mAh,"৳50,000.00"
Oppo,2022,Android 12,"6.55""",1080x2400,50MP,2160,8GB,4800mAh,"৳100,000.00"
Motorola,2022,Android 12,"6.7""",1080x2400,50MP,2160,8GB,4800mAh,"৳55,000.00"
Honor,2022,Android 12,"6.67""",1080x2400,54MP,2160,8GB,4800mAh,"৳60,000.00"
Vivo,2023,Android 13,"6.67""",1080x2400,64MP,1080,8GB,4800mAh,"৳36,999.00"
Vivo,2023,Android 13,"6.67""",1080x2400,64MP,2160,8GB,4800mAh,"৳30,000.00"
Samsung,2021,Android 11,"6.7""",1080x2400,64MP,4320,8GB,4800mAh,"৳122,999.00"
ZTE,2023,Android 13,"6.6""",1080x2408,50MP,1080,4GB,4800mAh,"৳25,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,16GB,4800mAh,"৳61,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,16GB,4800mAh,"৳70,000.00"
OnePlus,2022,Android 12,"6.7""",1080x2412,50MP,2160,8GB,4800mAh,"৳84,990.00"
Oppo,2023,Android 14,"6.7""",1080x2412,50MP,2160,8GB,4800mAh,"৳40,000.00"
Oppo,2023,Android 13,"6.7""",1080x2412,108MP,2160,8GB,4800mAh,"৳40,000.00"
Motorola,2022,Android 12,"6.7""",1080x2460,50MP,2160,8GB,4800mAh,"৳80,000.00"
Motorola, ,Android 10,"6.7""",1080x2520,48MP,2160,4GB,4800mAh,"৳70,000.00"
Huawei,2017,Android 7.0,"8.0""",1200x1920,8MP,1080,4GB,4800mAh,"৳24,990.00"
Honor,2021,Android 11,"6.78""",1200x2652,108MP,2160,8GB,4800mAh,"৳52,000.00"
Honor,2022,Android 12,"6.78""",1200x2652,160MP,2160,8GB,4800mAh,"৳60,000.00"
Honor,2022,Android 12,"6.81""",1224x2664,50MP,2160,8GB,4800mAh,"৳90,000.00"
Meizu,2023,Android 13,"6.79""",1368x3192,50MP,4320,16GB,4800mAh,"৳100,000.00"
Oppo,2023,Android 13,"6.74""",1440x3168,50MP,2160,16GB,4800mAh,"৳120,000.00"
Xiaomi,2023,Android 13,"8.03""",1916x2160,50MP,4320,16GB,4800mAh,"৳170,000.00"
Vivo,2023,Android 13,"8.03""",1916x2160,50MP,4320,12GB,4800mAh,"৳178,000.00"
Huawei,2023,HarmonyOS 3.1,"7.85""",2224x2496,50MP,2160,12GB,4800mAh,"৳197,000.00"
OnePlus,2023,Android 13,"7.82""",1900x2160,64MP,2160,16GB,4805mAh,"৳200,000.00"
Oppo,2023,Android 13,"7.82""",2268x2440,64MP,2160,16GB,4805mAh,"৳220,000.00"
Vivo,2022,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4810mAh,"৳70,000.00"
Vivo,2023,Android 13,"6.78""",1260x2800,50MP,2160,8GB,4810mAh,"৳60,000.00"
Huawei,2023,HarmonyOS 3.1,"6.67""",1220x2700,48MP,2160,8GB,4815mAh,"৳120,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2340,64MP,2160,6GB,4820mAh,"৳30,000.00"
Xiaomi,2021,Android 10,"6.67""",1080x2400,108MP,2160,6GB,4820mAh,"৳27,000.00"
Xiaomi,2022,Android 13,"6.73""",1440x3200,50MP,4320,8GB,4820mAh,"৳110,000.00"
Google,2023,Android 13,"7.6""",1840x2208,48MP,2160,12GB,4821mAh,"৳190,000.00"
Vivo,2022,Android 12,"6.56""",1080x2376,64MP,2160,8GB,4830mAh,"৳40,000.00"
Xiaomi,2016,Android 6.0,"6.44""",1080x1920,16MP,2160,4GB,4850mAh,"৳14,990.00"
Walton,2022,Android 12,"6.52""",720x1600,13MP,1080,4GB,4850mAh,"৳12,990.00"
Xiaomi,2022,Android 12,"6.73""",1440x3200,50MP,4320,8GB,4860mAh,"৳109,000.00"
Ulefone,2023,Android 13,"5.45""",720x1440,13MP,1080,3GB,4860mAh,"৳18,000.00"
Vivo,2022,Android 13,"6.78""",1260x2800,50MP,4320,8GB,4870mAh,"৳115,000.00"
Xiaomi,2023,Android 14,"6.73""",1440x3200,50MP,4320,16GB,4880mAh,"৳103,000.00"
Huawei,2022,HarmonyOS 2.0,"7.8""",2200x2480,50MP,2160,8GB,4880mAh,"৳140,000.00"
Energizer,2024,Android 13,"6.78""",1080x2460,48MP,1080,4GB,4900mAh,"৳40,000.00"
Samsung,2024,Android 14,"6.7""",1440x3088,200MP,4320,12GB,4900mAh,"৳99,000.00"
Walton,2020,Android 10.0,"6.1""",720x1560,13MP,1080,3GB,4900mAh,"৳8,899.00"
Coolpad,2020,Android,"6.52""",720x1560,16MP,1080,6GB,4900mAh,"৳12,000.00"
Walton,2022,Android 11,"6.5""",720x1600,13MP,1080,3GB,4900mAh,"৳11,499.00"
BLU,2022,Android 11,"6.5""",720x1600,13MP,1080,4GB,4900mAh,"৳14,000.00"
Energizer,2024,Android 13,"6.82""",720x1640,8MP,1080,2GB,4900mAh,"৳10,000.00"
Nokia,2021,Android 11,"6.5""",720x1600,8MP,720,3GB,4950mAh,"৳10,000.00"
BLU,2016,Android 5.1,6.0'',1080x1920,13MP,1080,3GB,5000mAh,"৳27,990.00"
Allview,2019,Android 9.0,"17.3""",1080x1920,,1080,2GB,5000mAh,"৳24,000.00"
Cat,2017,Android 7.0,"5.0""",1080x1920,13MP,1080,3GB,5000mAh,"৳40,500.00"
Samsung,2016,Android 6.0.1,"6.0""",1080x1920,16MP,1080,4GB,5000mAh,"৳37,800.00"
ZTE,2018,Android 7.1,"6.01""",1080x2160,16MP,1080,4GB,5000mAh,"৳30,600.00"
Asus,2018,Android 8.1,"5.99""",1080x2160,16MP,2160,6GB,5000mAh,"৳12,500.00"
Asus,2018,Android 8.1,"5.99""",1080x2160,16MP,2160,6GB,5000mAh,"৳15,500.00"
Honor,2018,Android 8.1,"6.95""",1080x2220,16MP,2160,8GB,5000mAh,"৳36,900.00"
Huawei,2018,Android 8.1,"7.12""",1080x2240,16MP,1080,4GB,5000mAh,"৳26,999.00"
Honor,2018,Android 8.1,"7.12""",1080x2240,16MP,1080,6GB,5000mAh,"৳24,990.00"
Huawei,2018,Android 9.0,"7.2""",1080x2240,40MP,2160,8GB,5000mAh,"৳88,000.00"
Ulefone,2019,Android 9.0,"6.2""",1080x2240,16MP,1080,4GB,5000mAh,"৳17,000.00"
Motorola,2018,Android 8.1,"6.2""",1080x2240,16MP,2160,4GB,5000mAh,"৳29,990.00"
Ulefone,2019,Android 9.0,"6.2""",1080x2240,16MP,1080,6GB,5000mAh,"৳22,000.00"
Honor,2020,Android 10,"7.09""",1080x2280,48MP,2160,8GB,5000mAh,"৳23,000.00"
Honor,2021,Android 11,"7.09""",1080x2280,64MP,2160,8GB,5000mAh,"৳35,000.00"
Motorola,2020,Android 10.0,"6.4""",1080x2300,16MP,2160,4GB,5000mAh,"৳23,000.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,6GB,5000mAh,"৳16,500.00"
Lenovo,2020,Android 10,"6.65""",1080x2340,64MP,2160,16GB,5000mAh,"৳102,000.00"
Motorola,2020,Android 10.0,"6.67""",1080x2340,108MP,3240,12GB,5000mAh,"৳35,000.00"
Vivo,2020,Android 9.0,"6.53""",1080x2340,16MP,1080,4GB,5000mAh,"৳16,000.00"
Samsung,2023,Android 13,"6.5""",1080x2340,50MP,1080,4GB,5000mAh,"৳37,999.00"
Samsung,2023,Android 14,"6.5""",1080x2340,50MP,1080,4GB,5000mAh,"৳20,000.00"
Samsung,2023,Android 14,"6.5""",1080x2340,50MP,1080,4GB,5000mAh,"৳31,299.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,4GB,5000mAh,"৳13,000.00"
Xiaomi,2021,Android 10,"6.53""",1080x2340,13MP,1080,4GB,5000mAh,"৳14,999.00"
Samsung,2019,Android 8.1,"6.3""",1080x2340,13MP,1080,4GB,5000mAh,"৳15,900.00"
T-Mobile,2021,Android 11,"6.82""",1080x2340,16MP,1080,4GB,5000mAh,"৳18,000.00"
Coolpad,2021,Android 10,"6.53""",1080x2340,48MP,1080,4GB,5000mAh,"৳18,000.00"
Xiaomi,2021,Android 10,"6.53""",1080x2340,48MP,1080,4GB,5000mAh,"৳20,000.00"
Asus,2018,Android 8.1,"6.0""",1080x2340,12MP,2160,4GB,5000mAh,"৳15,500.00"
ZTE,2019,Android 9.0,"6.65""",1080x2340,48MP,4320,6GB,5000mAh,"৳40,000.00"
Samsung,2024,Android 14,"6.6""",1080x2340,50MP,2160,6GB,5000mAh,"৳36,000.00"
Samsung,2023,Android 14,"6.5""",1080x2340,50MP,1080,6GB,5000mAh,"৳28,500.00"
Vivo,2020,Android 10,"6.58""",1080x2340,48MP,2160,6GB,5000mAh,"৳22,000.00"
Samsung,2023,Android 13,"6.6""",1080x2340,48MP,2160,6GB,5000mAh,"৳48,699.00"
Motorola,2021,Android 11,"6.7""",1080x2340,64MP,2160,6GB,5000mAh,"৳38,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2340,64MP,4320,6GB,5000mAh,"৳39,000.00"
Xiaomi,2020,Android 10,"6.53""",1080x2340,13MP,1080,6GB,5000mAh,"৳15,999.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,6GB,5000mAh,"৳18,000.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,6GB,5000mAh,"৳17,500.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,6GB,5000mAh,"৳20,990.00"
Energizer,2021,Android 11,"6.3""",1080x2340,48MP,1080,6GB,5000mAh,"৳55,000.00"
Vivo,2022,Android 12,"6.51""",1080x2340,50MP,1080,6GB,5000mAh,"৳25,000.00"
Samsung,2019,Android 8.1,"6.4""",1080x2340,13MP,2160,6GB,5000mAh,"৳23,990.00"
HTC,2020,Android 10,"6.5""",1080x2340,48MP,2160,6GB,5000mAh,"৳26,000.00"
Motorola,2020,Android 10,"6.5""",1080x2340,64MP,2160,6GB,5000mAh,"৳29,000.00"
Lenovo,2020,Android 10,"6.65""",1080x2340,64MP,2160,8GB,5000mAh,"৳50,000.00"
Xiaomi,2023,Android 13,"6.67""",1080x2340,54MP,4320,8GB,5000mAh,"৳67,000.00"
Xiaomi,2023,Android 13,"6.67""",1080x2340,54MP,4320,8GB,5000mAh,"৳67,000.00"
Samsung,2024,Android 14,"6.6""",1080x2340,50MP,2160,8GB,5000mAh,"৳43,000.00"
Xiaomi,2021,Android 11,"6.67""",1080x2340,108MP,4320,8GB,5000mAh,"৳64,999.00"
Vivo,2019,Android 9.0,"6.53""",1080x2340,16MP,2160,8GB,5000mAh,"৳22,000.00"
Vivo,2021,Android 11,"6.58""",1080x2340,48MP,2160,8GB,5000mAh,"৳30,000.00"
Asus,2019,Android 9.0,"6.4""",1080x2340,48MP,2160,8GB,5000mAh,"৳44,000.00"
Asus,2019,Android 9.0,"6.4""",1080x2340,48MP,2160,8GB,5000mAh,"৳44,000.00"
Vivo,2021,Android 11,"6.58""",1080x2340,64MP,2160,8GB,5000mAh,"৳25,000.00"
Vivo,2021,Android 11,"6.58""",1080x2340,64MP,2160,8GB,5000mAh,"৳24,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2340,108MP,4320,8GB,5000mAh,"৳43,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2340,64MP,4320,8GB,5000mAh,"৳35,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,12GB,5000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,4GB,5000mAh,"৳26,999.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,6GB,5000mAh,"৳30,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,6GB,5000mAh,"৳22,999.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,5000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,5000mAh,"৳22,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,64MP,1080,8GB,5000mAh,"৳28,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,64MP,2160,8GB,5000mAh,"৳25,000.00"
Vivo,2024,Android 13,"6.64""",1080x2388,64MP,2160,8GB,5000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,5000mAh,"৳25,000.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,5000mAh,"৳22,999.00"
Vivo,2023,Android 13,"6.64""",1080x2388,50MP,1080,8GB,5000mAh,"৳30,000.00"
ZTE,2022,Android 12,"6.8""",1080x2400,64MP,4320,12GB,5000mAh,"৳87,500.00"
Xiaomi,2023,Android 13,"6.67""",1080x2400,108MP,1080,12GB,5000mAh,"৳35,000.00"
Leica,2022,Android 12,"6.6""",1080x2400,47MP,1080,12GB,5000mAh,"৳160,000.00"
Xiaomi,2023,Android,"6.67""",1080x2400,48MP,1080,12GB,5000mAh,"৳28,000.00"
Motorola,2023,Android 13,"6.5""",1080x2400,50MP,1080,12GB,5000mAh,"৳35,000.00"
Oppo,2023,Android 13,"6.72""",1080x2400,50MP,1080,12GB,5000mAh,"৳28,000.00"
Realme,2024,Android 14,"6.67""",1080x2400,50MP,1080,12GB,5000mAh,"৳25,000.00"
Vivo,2024,Android 14,"6.67""",1080x2400,50MP,1080,12GB,5000mAh,"৳35,000.00"
Infinix,2023,Android 13,"6.67""",1080x2400,108MP,2160,12GB,5000mAh,"৳35,000.00"
Infinix,2023,Android 13,"6.67""",1080x2400,108MP,2160,12GB,5000mAh,"৳35,000.00"
Realme,2021,Android 11,"6.5""",1080x2400,48MP,1080,4GB,5000mAh,"৳24,990.00"
Samsung,2021,Android 11,"6.5""",1080x2400,48MP,1080,4GB,5000mAh,"৳30,000.00"
Samsung,2021,Android 11,"6.6""",1080x2400,48MP,1080,4GB,5000mAh,"৳19,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,48MP,1080,4GB,5000mAh,"৳18,000.00"
Realme,2022,Android 12,"6.4""",1080x2400,50MP,1080,4GB,5000mAh,"৳16,500.00"
Vivo,2022,Android 12,"6.44""",1080x2400,50MP,1080,4GB,5000mAh,"৳20,000.00"
Xiaomi,2023,Android 13,"6.67""",1080x2400,50MP,1080,4GB,5000mAh,"৳19,999.00"
Vivo,2021,Android 11,"6.58""",1080x2400,13MP,2160,4GB,5000mAh,"৳18,000.00"
Realme,2020,Android 10,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳20,000.00"
Samsung,2020,Android 10,"6.6""",1080x2400,48MP,2160,4GB,5000mAh,"৳32,500.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳18,500.00"
Samsung,2022,Android 12,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳58,999.00"
Xiaomi,2021,Android 11,"6.6""",1080x2400,50MP,2160,4GB,5000mAh,"৳23,000.00"
Xiaomi,2021,Android 11,"6.6""",1080x2400,50MP,2160,4GB,5000mAh,"৳17,500.00"
Samsung,2021,Android 11,"6.4""",1080x2400,64MP,2160,4GB,5000mAh,"৳26,999.00"
Realme,2021,Android 11,"6.4""",1080x2400,64MP,2160,4GB,5000mAh,"৳25,990.00"
Xiaomi,2021,Android 11,"6.43""",1080x2400,64MP,2160,4GB,5000mAh,"৳22,999.00"
Realme,2023,Android 13,"6.74""",1080x2400,108MP,1080,4GB,5000mAh,"৳14,000.00"
Samsung,2020,Android 10,"6.4""",1080x2400,48MP,1080,4GB,5000mAh,"৳25,999.00"
Micromax,2021,Android 10,"6.67""",1080x2400,48MP,1080,4GB,5000mAh,"৳15,000.00"
Motorola,2022,Android 11,"6.4""",1080x2400,48MP,1080,4GB,5000mAh,"৳26,000.00"
Realme,2021,Android 11,"6.5""",1080x2400,48MP,1080,4GB,5000mAh,"৳15,000.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,48MP,1080,4GB,5000mAh,"৳18,500.00"
Realme,2022,Android 11,"6.5""",1080x2400,48MP,1080,4GB,5000mAh,"৳17,000.00"
Xiaomi,2023,Android 12,"6.67""",1080x2400,48MP,1080,4GB,5000mAh,"৳24,000.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,50MP,1080,4GB,5000mAh,"৳18,999.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,50MP,1080,4GB,5000mAh,"৳18,000.00"
Xiaomi,2022,Android 11,"6.5""",1080x2400,50MP,1080,4GB,5000mAh,"৳18,199.00"
Xiaomi,2022,Android 11,"6.6""",1080x2400,50MP,1080,4GB,5000mAh,"৳25,000.00"
Motorola,2022,Android 12,"6.5""",1080x2400,50MP,1080,4GB,5000mAh,"৳22,500.00"
Xiaomi,2022,Android 12,"6.58""",1080x2400,50MP,1080,4GB,5000mAh,"৳18,000.00"
Infinix,2022,Android 12,"6.7""",1080x2400,50MP,1080,4GB,5000mAh,"৳15,000.00"
Samsung,2023,Android 13,"6.6""",1080x2400,50MP,1080,4GB,5000mAh,"৳24,899.00"
Samsung,2024,Android 13,"6.7""",1080x2400,50MP,1080,4GB,5000mAh,"৳12,000.00"
Realme,2023,Android 13,"6.72""",1080x2400,50MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2023,Android 13,"6.72""",1080x2400,50MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2023,Android 13,"6.74""",1080x2400,50MP,1080,4GB,5000mAh,"৳15,500.00"
Infinix,2021,Android 11,"6.7""",1080x2400,50MP,1440,4GB,5000mAh,"৳12,000.00"
Realme,2020,Android 10,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳22,000.00"
Xiaomi,2020,Android 10,"6.67""",1080x2400,48MP,2160,4GB,5000mAh,"৳22,999.00"
Motorola,2020,Android 10,"6.7""",1080x2400,48MP,2160,4GB,5000mAh,"৳32,000.00"
Motorola,2021,Android 10,"6.7""",1080x2400,48MP,2160,4GB,5000mAh,"৳35,000.00"
Xiaomi,2021,Android 11,"6.43""",1080x2400,48MP,2160,4GB,5000mAh,"৳19,999.00"
Xiaomi,2021,Android 11,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳23,999.00"
Xiaomi, ,Android 11,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳20,000.00"
Xiaomi, ,Android 11,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳15,000.00"
TCL,2021,Android 11,"6.67""",1080x2400,48MP,2160,4GB,5000mAh,"৳24,000.00"
Xiaomi,2022,Android 11,"6.43""",1080x2400,50MP,2160,4GB,5000mAh,"৳19,499.00"
Xiaomi,2021,Android 11,"6.6""",1080x2400,50MP,2160,4GB,5000mAh,"৳20,000.00"
Motorola,2022,Android 12,"6.6""",1080x2400,50MP,2160,4GB,5000mAh,"৳25,000.00"
Xiaomi, ,Android 11,"6.5""",1080x2400,64MP,2160,4GB,5000mAh,"৳30,000.00"
Xiaomi,2022,Android 12,"6.43""",1080x2400,64MP,2160,4GB,5000mAh,"৳25,000.00"
Huawei,2021,Android 10,"6.67""",1080x2400,13MP,1080,4GB,5000mAh,"৳18,000.00"
Xiaomi,2023,Android 13,"6.79""",1080x2400,50MP,1080,4GB,5000mAh,"৳16,499.00"
Realme,2024,Android 14,"6.72""",1080x2400,50MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2023,Android 13,"6.72""",1080x2400,64MP,1080,4GB,5000mAh,"৳15,000.00"
Oppo,2020,Android 10.0,"6.5""",1080x2400,12MP,2160,4GB,5000mAh,"৳24,000.00"
Micromax,2022,Android 11,"6.43""",1080x2400,48MP,1080,4GB,5000mAh,"৳16,000.00"
Motorola,2021,Android 11,"6.4""",1080x2400,50MP,1080,4GB,5000mAh,"৳18,999.00"
Motorola,2023,Android 13,"6.5""",1080x2400,50MP,1080,4GB,5000mAh,"৳19,500.00"
OnePlus,2024,Android 13,"6.72""",1080x2400,50MP,1080,4GB,5000mAh,"৳20,000.00"
Huawei,2020,Android 10,"6.67""",1080x2400,48MP,2160,4GB,5000mAh,"৳24,000.00"
Oppo,2021,Android 11,"6.5""",1080x2400,48MP,2160,4GB,5000mAh,"৳28,000.00"
Motorola,2021,Android 11,"6.7""",1080x2400,48MP,2160,4GB,5000mAh,"৳25,000.00"
Motorola,2022,Android 12,"6.5""",1080x2400,50MP,2160,4GB,5000mAh,"৳27,000.00"
Motorola,2020,Android 10,"6.81""",1080x2400,64MP,2160,4GB,5000mAh,"৳27,999.00"
ZTE,2021,Android 11,"6.67""",1080x2400,64MP,2160,4GB,5000mAh,"৳22,000.00"
Xiaomi,2023,Android 13,"6.67""",1080x2400,100MP,1080,6GB,5000mAh,"৳32,000.00"
Xiaomi,2024,Android 13,"6.67""",1080x2400,100MP,1080,6GB,5000mAh,"৳29,000.00"
Xiaomi,2022,Android 13,"6.67""",1080x2400,108MP,2160,6GB,5000mAh,"৳28,000.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,50MP,2160,6GB,5000mAh,"৳37,999.00"
Realme,2022,Android 12,"6.7""",1080x2400,50MP,2160,6GB,5000mAh,"৳36,000.00"
Realme,2024,Android 14,"6.72""",1080x2400,50MP,1080,6GB,5000mAh,"৳18,000.00"
Xiaomi,2022,Android 11,"6.43""",1080x2400,108MP,1080,6GB,5000mAh,"৳27,999.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,1080,6GB,5000mAh,"৳28,000.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,1080,6GB,5000mAh,"৳25,000.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,1080,6GB,5000mAh,"৳28,000.00"
Realme,2022,Android 12,"6.4""",1080x2400,108MP,1080,6GB,5000mAh,"৳26,990.00"
Xiaomi,2022,Android 12,"6.67""",1080x2400,108MP,1080,6GB,5000mAh,"৳25,000.00"
Xiaomi,2023,Android 13,"6.43""",1080x2400,108MP,1080,6GB,5000mAh,"৳23,000.00"
Xiaomi,2024,Android 13,"6.67""",1080x2400,108MP,1080,6GB,5000mAh,"৳22,999.00"
Realme,2024,Android 14,"6.72""",1080x2400,108MP,1080,6GB,5000mAh,"৳40,000.00"
Realme,2024,Android 14,"6.72""",1080x2400,108MP,1080,6GB,5000mAh,"৳20,000.00"
Oppo,2023,Android 12,"6.56""",1080x2400,13MP,1080,6GB,5000mAh,"৳28,000.00"
Realme,2023,Android 13,"6.72""",1080x2400,13MP,1080,6GB,5000mAh,"৳30,000.00"
Realme,2022,Android 12,"6.4""",1080x2400,48MP,1080,6GB,5000mAh,"৳26,000.00"
Xiaomi,2023,Android 12,"6.67""",1080x2400,48MP,1080,6GB,5000mAh,"৳23,500.00"
Motorola,2022,Android 11,"6.4""",1080x2400,50MP,1080,6GB,5000mAh,"৳26,000.00"
Motorola,2022,Android 12,"6.5""",1080x2400,50MP,1080,6GB,5000mAh,"৳27,000.00"
Realme,2024,Android 14,"6.67""",1080x2400,50MP,1080,6GB,5000mAh,"৳26,000.00"
Realme,2024,Android 14,"6.67""",1080x2400,50MP,1080,6GB,5000mAh,"৳20,000.00"
Vivo,2024,Android 14,"6.67""",1080x2400,50MP,1080,6GB,5000mAh,"৳28,000.00"
Samsung,2021,Android 11,"6.6""",1080x2400,64MP,1080,6GB,5000mAh,"৳25,000.00"
Xiaomi,2022,Android 12,"6.43""",1080x2400,64MP,1080,6GB,5000mAh,"৳19,000.00"
Realme,2023,Android 13,"6.72""",1080x2400,64MP,1080,6GB,5000mAh,"৳22,000.00"
Xiaomi,2022,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5000mAh,"৳25,000.00"
Xiaomi,2023,Android 11,"6.67""",1080x2400,108MP,2160,6GB,5000mAh,"৳29,000.00"
Motorola,2021,Android 11,"6.7""",1080x2400,108MP,2160,6GB,5000mAh,"৳31,999.00"
